Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Misc,Nature of Case,Violation Charged #1,#2,#3,#4,#5,SNspect INjNred,Officer Injured,Proper Procedure,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/09,N,N,Y,N,N,N,N,Y,647(f),647(f),,,,,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/09,N,N,Y,N,N,N,N,N,24400,148(a}(l),,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/09,N,N,Y,N,N,N,N,N,TIC,23152(a),148(a)(l),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/09,N,N,Y,N,N,N,N,Y,422,422,273.6(a),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/09,N,N,Y,N,N,Y,N,N,602(1),148(a}(l),,,,,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/09,N,N,Y,N,N,N,N,N,626.8(a)(l),626.8(a}(l},12.U(b) 148(a)(l),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/09,N,N,Y,N,N,N,N,N,5204,23152(a}(b) 148(a)(l),,,,,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/09,N,N,Y,N,N,N,N,Y,Civil,standby,,148(a}(l),,,Y,N,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,
3/27/09,N,N,Y,N,N,Y,N,N,21201.5,148(a)(l),,,,,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/09,N,N,Y,N,N,N,N,N,23103(a),2800.2,23152(a}(b) 23109(c),,23103(a),,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/09,N,N,N,N,N,Y,N,N,273.5,273.5,148(A)(l),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/09,N,N,Y,N,N,Y,N,N,647.6(a),647.6(a),12500(a) 148(a)(l),,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/09,N,N,Y,N,N,N,N,N,21650,2800.4,14601 148(a)(l),,1203.2,l,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/09,N,N,N,N,N,N,N,Y,Y,273.5(a),273.5(a),,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/7/09,N,N,N,N,N,Y,N,N,N,459,182,,459,148(a)(l),N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/09,Y,N,Y,N,N,Y,N, Parole Search,415(a),,647(t),148(a)(l),69,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/8/09,N,N,N,N,N,N,N,N,Y,415,3056,,148(a)(l),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/9/09,N,N,N,Y,N,N,N,N,N,22400,23152(a)(b),,148(a)(l),1460l.2(a),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/12/09,N,N,N,Y,N,N,Y,N,N,243(e)(l),243(e)(l),,148(a)(l),1203.2,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/12/09,N,N,N,Y,N,N,N,N,N,415,l,l377(a),,11364,N,N,Y,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,
4/13/09,N,N,N,N,N,N,Y,N,N,24400,23152(a)(b),,148(a)(I),14601.l(a),N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/14/09,N,N,N,Y,N,N,N,N,Y,22350,23152(a)(b),,23103(a),148(a)(l),N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/15/09,N,N,N,N,N,Y,N,N,Y,Search Warran!,11378,,l,1350(a),N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/09,N,N,N,Y,N,N,Y,N,N,5150,647(t),,148(a)(l),5150,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/18/09,N,N,N,N,N,N,Y,N,N,415,148.9(a),,148(a)(l),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/21/09,N,N,Y,N,N,N,N,N,5150,5150,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/23/09,N,N,N,N,N,N,N,N,Y,Search Warran, 11357Â©,,,,N,N,Y,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,
4/24/09,N,N,N,Y,N,N,N,N,Y,242,242,,148(a)(l),,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/24/09,N,N,Y,N,N,Y,N,N,602.l(a),148(a)(l),,422,182(a)(l),602.l(a),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/25/09,N,N,N,Y,N,Y,N,Y,Y,415,245(a)(l),,273.5(a),594(b)(l),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/09,N,N,N,Y,N,N,N,N,N,23152(a)(b),23152(a)(b),,273a(a),148(a)(l),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/09,N,N,N,Y,N,N,Y,N,Y,602(1),148(a)(l),,647(t),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/27/09,N,N,N,Y,N,N,N,N,Y,415,243(b),,148(a)(l),647(f),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/27/09,N,N,N,Y,N,N,N,N,N,2120I(d),l,l377(a),,148(a)(l),Y,N,Y,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,
4/28/09,N,N,N,Y,N,N,N,N,N,21453(b),21453(b),,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/28/09,N,N,Y,N,N,N,N,N,Panic Alarm,,243(e)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/5/09,N,N,N,N,N,Y,N,N,242,,148(a)(l),14601-l(a),2800_l,(a),N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/5/09,N,N,Y,N,N,N,N,Y,273_5,,273.5,243(b),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/6/09,N,N,N,N,N,Y,N,N,415,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/8/09,N,N,Y,N,N,N,N,Y,273.5,,273.5,148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/8/09,N,N,N,N,N,Y,N,N,422,,422,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/8/09,N,N,N,N,N,Y,N,N,242,,l48(a)(l),647(f),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/8/09,N,N,N,N,N,N,N,Y,V of 664/261,,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/10/09,N,N,Y,N,N,N,N,Y,602,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/10/09,N,N,Y,N,N,N,N,Y,415,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/11/09,N,N,Y,N,N,N,N,N,415,,245(a)(l),422,l48(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/12/09,N,N,N,N,N,Y,N,N,415,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/18/09,N,N,Y,Y,N,N,N,Y,Warrant,,11379,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/19/09,N,N,N,Y,N,N,N,N,Warrants,,148(a)(l),12025(a),3056,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/20/09,N,N,Y,N,N,N,N,Y,242,,242,594(b),148(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/21/09,Y,N,Y,N,N,Y,N,N,415,,148(a)(l),243(b),69,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/22/09,N,N,N,N,N,Y,N,N,242,,242,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/24/09,N,N,Y,N,N,N,N,N,23152,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/25/09,N,N,Y,N,N,N,N,N,23103(a),,135,182(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/25/09,N,N,N,N,N,N,N,Y,24252(a),,549(3),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/26/09,N,N,Y,N,N,N,N,N,24601,,11351.5,11352,148(a)(l),14601.l,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/09,N,N,N,N,N,Y,N,N,Susp person,,5150,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
5/26/09,N,N,Y,N,N,N,N,N,594,,148(a)(l),,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/26/09,N,N,Y,N,N,N,N,Y,242,,242,594(b)(2),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/27/09,N,N,Y,N,N,N,N,Y,Srchwanant,,243(b),148(a)(l),,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/28/09,N,N,Y,N,N,N,N,N,415,,415.2,148(a)(l),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/29/09,N,N,Y,N,N,N,N,Y,415,,245(a)(l),2800.2(a),602.S(a),148(a)(l),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/29/09,N,N,Y,N,N,N,N,N,Security chk,,11377,11364,3056,148(a)(l),N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
5/29/09,N,N,Y,N,N,N,N,Y,415.1,,415.1,415.2,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/1/09,N,N,N,N, Y,N, 602.l(a),N,422,602.l(a),148(a)(l),241,,,Y,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/1/09,N,N,N,N, Y,242,N,242,,,,,,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/09,N,N,N, Y, 21460(a),N,2800.2(a),23103,148(a)(l),20002,,23152,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/09,N,N,Y,N, N,N,N,647(h),148(a)(l),,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/09,N,N,N,N,N,Y, 647(f),N,647(f),148(a)(l),,,,,N,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/7/09,N,N,Y,N, 273(a),N,273(a),148(a)(l),243(b),,,,Y,,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/09,N,N,N,Y,N,N,N,N,N,Mutual,Aid,,23152,2800,N,N,Y,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,
6/9/09,N,N,N,Y,N,N,Y,N,Y,647(f),,243(b),647(f),,Y,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,
6/10/09,Y,N,Y,N,N,N,N,Y,Susp vehicle,,148(a)(l),12025,12101,14601,Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/10/09,N,N,N,Y,N,N,N,N,N,602(1),,11359,11378,,N,N,Y,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,
6/12/09,N,N,Y,N,N,N,N,Y,415,,12025(a),11359,Warrant,,N,N,Y,,Y, ,,,,,,,,,,,,,,,,,,,,,,
6/12/09,N,N,Y,N, N, 5200(a),N,148(a)(l),12500(a),,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/09,N,N,N,N, Y,N,27315,N,148(a)(l),Warrants,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/13/09,N,N,N,Y,N,N, Y,242,,242,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/13/09,N,N,Y,N, N,Y,374(a),N,11359,148(a)(l),374(a),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/15/09,N,N,N,N,N,Y,N,N,Warrant,594(b)(l),,11377(a),3056,148(a)(l),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/20/09,N,N,Y,N,N,N,N,Y,647(f),647(f),,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/21/09,N,N,N,N,N,Y,N,N,415,148(a)(l),,1203.2,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/22/09,N,N,N,N,N,Y,N,N,PC to arrest,11358,,l,1359,11378,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/09,N,N,N,N,n,Y,N,N,647(f),647(f),,148(a)(l),,,Y,N, , ,,,,,,,,,,,,,,,,,,,,,,,,
6/27/09,N,N,N,N,N,Y,N,N,415,647(f),,148(a)(l),1203.2,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/27/09,N,N,Y,N,N,Y,N,N,470(d),459,,476(a),475(a),470(d),Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/09,N,N,Y,N,N,Y,N,Y,242,241(c),,148(a)(l),,,Y,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
6/29/09,N,N,Y,N,N,Y,N,Y,422,422,,602.l(a),148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/29/09,N,N,N,N,N,Y,N,N,594,242,,647(f),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/29/09,N,N,Y,N,N,N,N,N,5150,5150,,,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
6/30/09,N,N,Y,N,N,N,N, Search Warran1,,,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/30/09,N,N,Y,N,N,N,N,N,Y,3056,3056,,148(a)(l),594(b)(2),N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/09,N,N,Y,N,N,N,N,N,242,647(f),,148(a)(l),,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
7/4/09,N,N,Y,N,N,N,N,N,602.1,602.1,,148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/5/09,N,N,N,N,N,N,N,Y,594(b)(l),594(b)(l),,3056,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
7/5/09,N,N,Y,N,N,N,N,N,22106,23222(b),,12500(a),22106,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/5/09,N,N,Y,N,N,Y,N,N,warrant,3056,,2800.2(a),32,148(a)(l),N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/09,N,N,N,N,N,N,N,Y,647(f),647(f),,25662(b),l48(a)(l),,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
7/7/09,N,N,N,N,N,Y,N,N,22400(a),,,,,,Y,,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/11/09,N,N,Y,N,Y,N,N,Y,417,417(a)(l),,647(f),148(a)(l),,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/13/09,N,N,N,N,N,N,N,Y,l2.b.9a,25620(a),,148(a),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/19/09,N,N,Y,N,N,N,N,148.9(a) 1202l(c )(1)203l(a)(2)(J,,,148(a)(l),1203.2(a),,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/09,N,N,Y,N,N,N,N,242 242,,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/23/09,N,N,N,N,N,N,N,417 242,,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/25/09,N,N,N,N,N,N,N,246 647(f),,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/25/09,N,N,Y,N,N,N,N,10 57V 647(f),,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/26/09,N,N,N,N,N,N,N,23152(a)(b) 23152(a)(b),,2800.1(2),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/28/09,N,N,N,N,N,N, 1SpiciousV ehic 148(a)(l),N,,,,,,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/09,N,N,Y,N,N,N,N,TIC 23152(a),,3056,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/29/09,N,N,Y,Y,N,N,N,273.5 273.5,,243(b),,600(a),148(a}(l},,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/3/09,N,N,Y,N,N,Y,N,N,21954(b) 21954(b),,11364(a),,148(a)(l),,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/3/09,N,N,Y,N,N,N,N,Y,11SpiciouPs ersc 1203.2(a),,11364,,243(c )(2),148(a}(l),N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/7/09,N,N,Y,N,N,N,N,N,24250 12500(a),,148(a),,24250,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/11/09,N,N,Y,N,N,N,N,Y,415 647(f),,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/13/09,N,N,Y,N,N,Y,N,Y,647(f) 647(f),,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/14/09,N,N,Y,N,N,Y,N,Y,415 148(a)(l),,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/18/09,N,N,Y,N,N,N,N,Y,Welfare chk 242,,243(b),,148(a}(l),69,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/20/09,N,N,Y,N,N,Y,N,N,22450 23152( a)(b),,2800.1,,12500(a),148(a)(l),Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/09,N,N,Y,N,N,N,N,N,10851 10851,,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/23/09,N,N,Y,N,N,N, N,273.5 148(a}(l),,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/25/09,N,N,N,N,N,N,N,Susp person l,1350(a),,3056,,148(a)(l),135,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/29/09,N,N,Y,N,N,N,N,Y,459 459,,,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/1/09,N,N,Y,N,N,N,N,Susp person 148(a)(l),,22450,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/2/09,N,N,Y,N,N,N,N,N,647(f),,647(f) 148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/5/09,N,N,Y,N,N,Y,N,N,415,,148(aX1) 647(f),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/7/09,Y,N,Y,N,N,N,N,Y,259SO(c),,148(a)(l) 3056,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/9/09,N,N,Y,N,N,N,N,N,626.4,,626.4 243(b),,415(3),148(a)(l),Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/11/09,N,N,Y,N,N,N,N,N,22350,,2800.l(a) 2800(a),,22350,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/11/09,N,N,Y,N,N,N,N,Y,647(f),,647(f) 148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/12/09,N,N,Y,N,N,N,N,Y,415,,69 777,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/12/09,Y,N,Y,N,N,Y,N,N,459,,602 647(f),,148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/12/09,N,N,N,Y,N,Y,N,N,4000(a),,1203.2 148(a)(l),,4000(a),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/13/09,N,N,Y,N,N,Y,N,N,243(e)(l),,243(e)(l) 148(a)(l),,1203.2,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/16/09,N,N,N,N,N,Y,Y,N,422 245(a)(l),,,,Y,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/09,N,N,Y,N,N,N,N,Y,Susp person,,Warrants,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/19/09,N,N,Y,N,N,N,N,N,12.16(B),,12500(a) 148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/19/09,N,N,Y,N,N,Y,N,Y,415,,647(f) 148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/20/09,N,N,N,N,N,Y,N,N,415(1),,415(1) 148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/20/09,N,N,Y,N,N,N,N,N,647(f),,647(f),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/23/09,N,N,N,N,N,Y,N,N,5150,,,tective cust<,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
9/24/09,N,N,N,N,N,Y,N,N,1085l(a) VC,,10851 148(a)(l),,3056,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/24/09,N,N,N,N,N,Y,N,N,11364,,11364(a) 135,,I48(aXl),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/27/09,N,N,Y,N,N,N,N,N,23152(a)(b),,2800.2 23152(a),,148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/28/09,N,N,Y,N,N,N,N,N,415,,23152(a)(b) 148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/30/09,N,N,N,Y,N,N,N,N,211,,Warrant,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/1/09,N,N,Y,N,N,N,N,Y,24252(a),,21658(a),24252(a),,,Y,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/2/09,N,N,Y,N,N,N,N,N,Susp person,,I 1357(b),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/3/09,N,N,Y,N,N,N,N,Y,242,,I 1377(a),148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/3/09,N,N,N,N,N,N,N,N,2120l(d),,12020(a),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/3/09,N,N,Y,N,N,Y,N,N,415(1),,415(1),148(a)(l),182(a)(l) 777,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/3/09,N,N,N,N,N,N,N,N,5200,,148(a)(l),31,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/4/09,N,N,N,N,N,N,N,Y,647(f),,3056,11364,148(a)(l),,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/7/09,N,N,Y,N,N,N,N,N,415,,647(f),148(a)(l) nisd warrannisd warran,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/8/09,N,N,N,N,N,N,N,N,243 (c)(2),,243 (c)(2),148(a)(l),243.6 243.6,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/9/09,N,N,N,N,N,N,N,N,537,,148(a),,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/9/09,N,N,N,N,N,N,N,N,415,,647(f),148(a),,,N,N,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/12/09,N,N,N,N,N,N,N,N,26710,,148(a)(l),26710 nisdwamur,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/15/09,N,N,N,N,N,N,N,N,12500,,148(a)(l),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/16/09,N,N,N,N,N,Y,N,N,647(f),,529.3,12022.l(B),148(a)(l),,Y,N,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/18/09,N,N,N,N,N,N,N,N,22350,,21352(a)(b),12500(a),148(a)(l) 23109,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/18/09,N,N,N,N,N,N,N,N,22350,,23152(a)(b) 14601.l(a),,148(a)(l) 3056,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/18/09,N,N,N,N,N,N,N,N,459,,459,148(a)(l),,,Y,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/20/09,N,N,N,N,N,N,N,N,11550,,11550,148(a),1203.2,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/22/09,N,N,N,N,N,N,N,N,11 82,,23152(a)(b),148(a)(l),,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/23/09,N,N,N,N,N,N,N,N,602(1),,24l(b),777,,,N,N, , ,,,,,,,,,,,,,,,,,,,,,,,,
10/27/09,N,N,N,N,N,N,N,N,1066,,23152(a)(b),1203.2(a),148(a)(l) 12500(a),,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/27/09,N,N,N,N,N,Y,N,N,4.9.2,,11377(a),3056,148(a)(l) 11364,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
10/28/09,Y,N,N,N,N,Y,N,N,22350,2800.2,148(a)(I),14601.l(a) nisd warramisd warran Y,,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/09,N,N,N,N,N,Y,N,N,488,148(a)(l),,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/09,N,N,Y,N,N,N,N,N,209,209(a),422,182 3056,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/09,N,N,N,N,N,Y,N,Y,10 66,11364,148(a)(l},1203.2,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/09,N,N,N,N,N,Y,N,Y,594(2)(a),594(2)(a),647(f),148(a)(I) 777,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/09,N,N,N,N,N,Y,N,N,1194,148(a}(l),,,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/09,N,N,Y,N,N,N,N,N,211,647(f),148(a)(l),nisd warranÂ·,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/09,N,N,N,N,N,N,N,Y,647(f),i47(f)/849(b,,,N,,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/09,N,N,Y,N,N,N,N,Y,5150,148(a)(l),243(b),,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/09,N,N,Y,N,N,N,N,N,22350,23152(a)(b),,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/09,N,N,Y,N,N,Y,N,N,10 66,148(a),,,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/09,N,N,Y,N,N,N,N,N,488,488,182(a)(l),,,,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/09,N,N,Y,N,N,N,N,N,415,415(1),,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
