Date,Baton,Gun,Hands,K9,OC,Taser,Sage,Misc,Nature of Case,Violation Charged #1,#2,#3,#4,#5,SNspect INjNred,Officer Injured,Proper Procedure,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/05,N,N,N,N,N,Y,N,N,415(1) 415(1),,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/24/05,N,N,Y,N,N,N,N,N,415(1) 12.1.3(a),148(a)(I},,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
9/28/05,N,N,Y,N,Y,N,N,N,415.5 241(b),148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/1/05,N,N,Y,N,N,N,N,N,602.l(a) 602.l(a),24I(b),,594(2)(a),148(a}(l},,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/1/05,N,N,N,N,N,Y,N,N,22107 3056,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/5/05,N,N,Y,N,N,N,N,N,415.2 415.2,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/5/05,N,N,Y,N,Y,N,N,N,602.5 602.5,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/6/05,N,N,Y,N,N,N,N,N,Runaway 242,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/6/05,N,N,Y,N,N,Y,N,N,314 594(b)(2),,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/10/05,N,N,Y,N,N,N,N,N,12B.16(b) 12B.16(b),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/13/05,N,N,N,N,N,Y,N,N,Warrant 148(a)(l),148.9,,11364,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/17/05,N,N,Y,N,N,N,N,Y,415 23103(a),148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/19/05,N,N,N,N,N,Y,N,N,5200 245(a)(l),2800.2,,135,11364,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/21/05,N,N,Y,N,N,N,N,N,l,1357(e) l,1357(e),,,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
10/23/05,N,N,Y,N,N,Y,N,Y,404 148(a}(l},404.6,,,,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/26/05,N,N,Y,N,N,Y,N,N,23152(a)(b) 23152(a)(b) 14601.2(a),,,1203.2,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
10/27/05,.0/27/2005,N,N,N,N,N,Y,N,N,415,,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/28/05,N,N,Y,n,N,N,N,N,Y,26l(a)(2),26l(a)(2) 236,,3056,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
10/30/05,N,N,Y,N,N,N,N,422,422 148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/05,N,N,Y,N, N,N,Y,415,647(t) 849(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/05,N,N,Y,Y,N,Y,N,N,215,215 182(a)(l),,12500(a),148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/1/05,N,N,Y,N,N,Y,Y,N,Warrant,,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/1/05,N,N,Y,N,N,N,N,N,415.1,415.1 836.6(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/6/05,N,N,N,N,N,Y,N,N,10851,10851 2800.1,,20002,12500(a),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/9/05,N,N,N,N,N,Y,N,N,459,459 11377(a),,3056,148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/11/05,Y,N,Y,N,N,Y,N,Y,21802 23152( a)(b) 14601.2( a),,,1203.2,23103,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/16/05,N,N,Y,Y,N,N,N,N,10851,10851 2800.2,,20001,1203.2,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/05,N,N,Y,N,N,N,N,N,148(a)(l),4.9.3 2120l(d),,148(a)(l),,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/05,N,N,N,N,N,Y,N,N,Warrant,3056,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/28/05,N,N,Y,N,N,Â· Y,N,N,459,647(t) 148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
11/28/05,N,N,Y,N,N,N, N,Susp vehicle,308(b) 148(a)(l),,11357(b),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/05,N,N,Y,N,N,u N,N,12.U(a),12.U(a) 148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/05,N,N,Y,N,N, N,N,243(e)(l),243(e)(l) 148(a)(l),,,,,Y,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/05,N,N,Y,N, N,N,N,10851,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/05,N,N,Y,N,Y,N,N,N,273.5,273.5,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/11/05,N,N,Y,N,N,N,N,N,273.5,273.5,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/14/05,Y,N,N,N,N,Y, N,273.5,273.5,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/05,N,N,N,N,N,N,N,Y,415.1,415.1 148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/17/05,N,N,Y,N,N,Y,N,N,TIC,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
12/19/05,N,N,Y,N,N,N,N,N,415,,647(f),,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/23/05,N,N,Y,N,N,N,N,N,Srch wrnt,,11350(a),11364,4140,l48(a)(l),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
12/25/05,N,N,Y,N,N,Y,N,N,TIC,,148(a)(l),12500(a),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/27/05,N,N,Y,N,N,Y,N,Y,11532,,3056,148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/29/05,N,N,N,N,Y,N,N,N,415.1,,415.1,647(f),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/31/05,N,N,Y,N,N,N,N,Y,Susp vehicle,,148(a)(l),,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
12/31/05,N,N,Y,N,N,Y,N,N,l,1350(a),,11350(a),3056,135,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/06,N,N,Y,N,N,N,N,Y,594(b}(l),647(f) 594(b)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/2/06,N,N,N,N,N,Y,N,N,N,Civil,148(a)(l),,,,N,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,
1/5/06,N,N,Y,N,N,N,N,Y,Warrant,11351.5,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/8/06,N,N,Y,N,N,Y,N,N,415,23152(a)(b) 148(a)(l),,1295l(b},,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/9/06,N,N,Y,N,N,Y,N,N,602,11350(a) 148(a)(l},,3056,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/12/06,N,N,Y,N,N,N,N,N,23103(a),23152(a)(b) 23103(a),,23222(a),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/13/06,Y,N,Y,N,N,Y,N,N,5150,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/19/06,N,N,Y,N,N,N,N,N,24600,23222(a) 23222(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/19/06,N,N,Y,N,N,N,N,N,5150,5150,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/24/06,N,N,N,N,N,Y,N,N,647(h),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/24/06,Y,N,N,Y,N,Y,N,Y,273.S(a),273.5(a),,,,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/26/06,N,N,Y,N,N,N,N,N,20002,Warrant 148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
1/28/06,Y,N,Y,N,N,Y,N,N,3056,11377(a) 3056,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/1/06,N,N,Y,N,N,Y,N,N,245(a)(l),245(a)(l) 211,,215,182,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/06,N,N,N,N,N,Y,N,N,20002(a),23152(a)(b) 20002(a),,12500(a),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/9/06,N,N,Y,N,N,N,N,N,3056,148(a)(l) 3056,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/9/06,N,N,Y,N,N,Y,N,N,242,242 148(a)(l),,647(f),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/13/06,Y,N,N,N,N,N,N,N,Suspperson,3056,l,1364(a),,,Y,Y,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
2/13/06,N,N,N,N,N,Y,N,N,415,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/15/06,N,N,Y,N,N,Susp persons 148(a)(l),N,N,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/06,N,N,Y,N,N,Y,N,N,Suspperson 11364,,148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/18/06,N,N,N,N,N,Y,N,N,415 211,,3056,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/19/06,N,N,Y,N,N,N,N,N,Susp person 12020(a)(l),,69,243(e)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/20/06,N,N,Y,N,Y,N,N,N,12B.11 148(a)(l),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/22/06,N,N,Y,N,N,N,N,N,Mutual,aid 148(a)(l),,,,,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
2/23/06,Y,N,Y,N,N,Y,N,N,602(1) 243(b),,602(1),148(a)(l),,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/25/06,N,N,Y,N,N,Y,N,N,22450 23152(a),,2800.2(a),14601.l(a),148(a)(l),,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/28/06,N,N,Y,N,N,N,N,N,243(e)(l) 594(b)(l),,243(e)(l),,,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
2/28/06,N,N,Y,N,N,N,N,Y,10851(a) 496(a),,10851(a),148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/2/06,N,N,Y,N,N,N,N,N,12.16B 148(a)(l),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/3/06,N,N,Y,N,N,Y,N,Y,647(b) 11352(a),,11351,11379(a),11378,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/06,N,N,Y,N,N,N,N,N,Susp person 11350(a),,11359,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/7/06,N,N,Y,N,N,N,N,N,415.1 243.6,,415.1,25662(a),25608,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/7/06,N,N,Y,N,N,N,N,Y,5150 5150,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/8/06,N,N,Y,N,N,N,N,N,5150 5150,,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/13/06,N,N,Y,N,N,N,N,Y,148(a)(1) 148(a)(l),,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/18/06,N,N,N,N,Y,N,N,N,242 242,,415.1,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/18/06,Y,N,Y,N,N,Y,N,N,911 hang up 236,,243(e)(1),148(a)(1),243(b),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/18/06,N,N,Y,N,N,Y,N,N,21202 11377(a),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/19/06,N,N,Y,N,N,N,N,N,415 647(f),,148(a)(l),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/20/06,N,N,Y,N,N,N,N,N,602(0) 148(a)(1),,602(0),594.2(a),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
3/21/06,N,N,Y,N,N,Y,N,N,22350 1203l(a)(l),11370. l(a),,11378,l,1379(a),Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
3/25/06,N,N,Y,N,N,Y,N,N,21202 148(a)(l),,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/2/06,N,N,Y,N,N,N,N,N,211 211,182,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/3/06,N,N,N,N,N,Y,N,N,273 .5 273.5,245(a)(l),,148(a)(l),,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/3/06,N,N,Y,N,N,N,N,Y,459 459,242,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/4/06,N,N,Y,N,N,N,N,N,Security chk 148(a)(l),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/4/06,N,N,Y,N,N,N,N,N,314.1 314.1,,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/7/06,N,N,Y,N,N,Y,N,N,415 415.2,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/11/06,N,N,N,N,N,Y,N,N,415 415,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/12/06,N,N,Y,N,N,Y,N,N,23103 10851,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/12/06,N,N,Y,N,N,N,N,Y,10851(a) 10851(a),496(a),,3056,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/13/06,N,N,Y,N,N,N,N,N,422 422,3056,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/15/06,N,N,Y,N,N,N,N,N,25658(a) 23152(a)(b),23222(b),,25658(a),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/18/06,N,N,N,Y,N,Y,N,Y,Warrant 245(a),243(e)(l),,3056,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/19/06,N,N,N,N,N,Y,N,N,21650.1 148(a)(l),3056,,l,1350(a),I 1352(a),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
4/19/06,N,N,Y,N,N,N,N,N,24252(a) 14601.l(a),4140,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/19/06,N,N,Y,N,N,N,N,Y,23152(a)(b) 243(b),23152(a)(b),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/20/06,N,N,N,N,N,Y,N,N,415 242,148(a)(l),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/22/06,N,N,Y,N,N,N,N,Y,415,l,1377(a),11364,,1203.2,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
4/22/06,N,N,Y,N,N,N,N,N,24400 12020( a)(l),,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/25/06,N,N,N,N,N,Y,N,N,23152(a) 2800.2(a),23152(a),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/26/06,N,N,Y,N,N,N,N,N,415 243(b),647(f),,69,,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/28/06,N,N,N,N,N,Y,N,N,602,148(a)(l),647(f),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
4/28/06,N,N,Y,N,N,N,N,Y,273.5(a),273.5(a),243(b),,,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/3/06,Y,N,Y,N,N,Y,N,Y,647(f),647(f),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/3/06,N,N,Y,N,N,Y,N,N,24252(a),148(a)(l},14601.l(a),3056,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/3/06,Y,N,Y,N,N,Y,N,N,27315,148(a}(l),11378,11379,11351,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/06,N,N,Y,N,N,N,N,Y,Foot bail,11377(a),647(h),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/8/06,N,N,Y,N,N,Y,N,N,Warrant,Warrant,148(a)(I),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/8/06,Y,N,N,N,N,N,N,N,On view,5150,,,,,N,Y,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/13/06,N,N,N,N,N,N,N,N,415,415.3,148(a}(l},602(a),273(a),,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/14/06,N,N,Y,N,N,N,N,Y,TIC,647(f),148(a}(I},594(b)(2),243(b),,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/06,N,N,Y,N,N,N,N,N,415,148(a}(l),415 .2,243(b),647(f),,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/16/06,N,N,Y,N,N,N,N,N,Medical,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/06,N,N,Y,N,N,N,N,N,22350,22350,16028(a),12500(a),148(a)(l},,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/18/06,N,N,N,N,N,N,N,N,27007,27007,148(a)(l),,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/22/06,N,N,N,N,N,N,N,Y,5200,2800.2(a),14601.l(a),148(a)(l),,,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
5/23/06,N,N,Y,N,N,N,N,N,10851(a),2800.2(a),20001(a),1085l(a),148.9(a),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/24/06,N,N,Y,N,N,N,N,N,Suspperson,Warrant,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/27/06,N,N,N,N,N,Y,N,N,594,148(a)(I),,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
5/30/06,N,N,N,N,N,N,N,415,647(t),,,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,N,N,N,N,N,N,N,N,488,488,148(a}(I},,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
6/1/06,N,N,N,N,N,N,N,N,647(f),647(f),148(a}(l},,,,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
6/3/06,Y,N,Y,N,N,N,N,N,415.1,415.1,243(b),148(a)(l),,,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/5/06,N,N,N,Y,N,N,N,N,Y,10851(a} 148(a)(I),14601.l(a),529.3,,,N,Y, , ,,,,,,,,,,,,,,,,,,,,,,,,
6/6/06,N,N,N,N,N,N,Y,N,Y,4000(a) 148(a)(I},2800.2,23153(a),,12500(a),Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/6/06,N,N,N,Y,N,N,Y,N,N,415 69,242,148(a}(I},,12500(a),N,N, , ,,,,,,,,,,,,,,,,,,,,,,,,
6/10/06,Y,N,N,N, N,N,N,21650.1 11378,11379,148(a)(I),,11364,3056,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/06,N,N,N,Y,N,N,N,N,N,22108 23152( a)(b),3056,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/11/06,N,N,N,Y,N,N,N,N,Y,27315(e) 1203.2(a),69,27315(e),,243(b),N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/14/06,N,N,Y,N,N,N,N,Y,Susp person 3056,10351,4140,,496(d),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/15/06,Y,N,Y,N, Y,N,N,21201(d) I 1377(a),I 1379(a),2800(a),,148(a)(I),484(e),Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/06,N,N,N,Y,N,N,N,N,N,415 422,148(a}(I},,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/18/06,N,N,N,N,N, N,Y,Susp person 12025(a)(2) 1203,l(a)(l),,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/20/06,N,N,N,N,N,Y,N,N,21201(d)(2) I 1377(a),I 1379(a),12022.1,,135,2800(a),Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/22/06,N,N,N,N,N,Y,N,N,4851 69 1210,l(a)(l)l2101(b,)(I},,496,,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
6/23/06,N,N,Y,N,N,Y,N,Y,3056 3056,148(a)(l),,,,,Y,n 'l, ,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/06,N,N,Y,N,N,N,.N,N,N,12.1.3 12.1.3,148(a}(I},243(b),,308,N,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
6/25/06,N,N,Y,N,N,N,N,Y,10851 10851,,,,,,Y,N,Y,I ,,,,,,,,,,,,,,,,,,,,,,,,
6/28/06,N,N,Y,N,N,N,N,N,2165l(a) 2800.2(a),12500(b),21651(a),,148(a)(l),,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/06,N,N,Y,N,N,Y,N,N,Susp person I 1377(a),148(a)(I),,,,,Y,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
7/3/06,N,N,Y,N,N,Y,N,Y,664/187 664/187,245(a}(I},220,,211,207,N,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,
7/3/06,N,N,Y,N,N,N,N,N,415 243(e)(l},591,,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/4/06,N,N,Y,N, N,N,Y,459 647(t),243(b),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/06,N,N,Y,N,N,N,N,N,211 211,182(a)(I),3056,,,,N,N, ,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/06,N,N,Y,N,N,N,N,N,:earch warran,11351.5,11366,148(a)(l},,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/6/06,N,N,N,Y,N,N,N,N,N,21650.1,,21650.1,148(a)(l),,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/8/06,N,N,Y,N,N,N,N,N,21650.1,,148(a),l,1377(a),11364,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/10/06,N,N,Y,N,N,N,N,415,,211/664,,,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/11/06,N,N,Y,N,N,N,N,N,211,,211,182(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/14/06,N,N,Y,N,N,N,N,N,Civil,standby,,148(a)(l),,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/14/06,N,N,Y,N,N,N,N,Y,21650.1,,21650.1,148(a)(l),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/15/06,N,N,Y,N,N,Y, N,22107,,69,14601.l(a),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/19/06,N,N,N,N,Y,N,N,N,422,,245(a)(l),182(a)(l),422,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/20/06,N,N,Y,N,N,N,N,Y,594,,243(b),647(f),,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/20/06,N,N,Y,N,N,N,N,273.5,,148(a)(l),,,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
7/22/06,N,N,Y,N,N,N,N,Y,602(m),,602(m),594(b,)(2)( a),647(f),N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
7/25/06,N,N,N,N, Y,N,415,N,647(f),148(a)(l),,,,Y,Y,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/06,N,N,N,N,N,Y,N,N,415,,Warrants,,,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
7/29/06,N,N,Y,N,N,N, N,166(a)(4),,166(a)(4),243(b),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/3/06,N,N,Y,N,N,N,N,N,Warrant,,11378,,,,N,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/4/06,N,N,N,'D,N,Y,N,N,594,,69,647(f),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/6/06,N,N,N,N,N,N,Y,N,N,459,,459,3056,,N,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
8/7/06,N,N,N,Y,N,N,Y, Y,Susp person,,148(a)(l),11550,243,647(h),Y,Y,Y,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,
8/9/06,N,N,N,Y,N,N,N,N,Y,5200(a),,,,,Y,N,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,
8/10/06,N,N,N,Y,N,N,Y, Y,245,,245,594(b)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/15/06,N,N,N,N,N,N,Y,N,415,,594(b)(l),148(a)(l),,,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/15/06,N,N,Y,N,N,N,N,N,12B.11,,647(f),148(a)(l),12.1.3,12B.11,Y,N,Y,Y, ,,,,,,,,,,,,,,,,,,,,,,,
8/17/06,N,N,Y,N,N,Y,N,N,4000(a),,148(a)(l),2800.2,3056,529,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/06,N,N,N,N,N,Y,N,N,Susp person,,148(a)(l),,,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/19/06,N,N,Y,N,N,N,N,N,273(a),,243(b),,,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/22/06,N,N,Y,N,N,N,N,Y,12B.3(b),,12B.3(b),148(a)(l),,,N,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/24/06,N,N,Y,N,N,Y,N,Y,415,,243(b),647(t),148(a)(l),,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
8/27/06,N,N,N,N,N,Y,N,N,273.5,,273.5,245(a)(l},1203.2,,Y,N,Y, ,,,,,,,,,,,,,,,,,,,,,,,,
